"","Purity","Rand","HA","MA","FM","Jaccard","Clustering"
"H.minkowski.complete",0.842105263157895,0.408250355618777,0.0322636152456336,0.0502943799050143,0.43388133406289,0.231053604436229,"H.minkowski.complete"
"H.minkowski.average",0.894736842105263,0.342816500711238,0.00127306273062727,0.0133636218432214,0.435441120803462,0.223529411764706,"H.minkowski.average"
"H.minkowski.mcquitty",0.894736842105263,0.342816500711238,0.00127306273062727,0.0133636218432214,0.435441120803462,0.223529411764706,"H.minkowski.mcquitty"
"H.minkowski.median",0.421052631578947,0.778093883357041,0.246971902551567,0.328428157458531,0.386679662730476,0.22,"H.minkowski.median"
"H.minkowski.centroid",0.5,0.724039829302987,0.173081587116803,0.247019105677945,0.347171811807654,0.208163265306122,"H.minkowski.centroid"
"H.minkowski.ward.D2",0.815789473684211,0.445234708392603,0.060450292998869,0.0810112205533906,0.442992773652888,0.24124513618677,"H.minkowski.ward.D2"
"H.correlation.ward.D",0.868421052631579,0.503556187766714,0.15815316412697,0.176677013559876,0.514989049521001,0.292089249492901,"H.correlation.ward.D"
"H.correlation.single",0.868421052631579,0.375533428165007,0.0162002429080106,0.0312131307882752,0.434498624305276,0.227112676056338,"H.correlation.single"
"H.correlation.complete",0.868421052631579,0.503556187766714,0.15815316412697,0.176677013559876,0.514989049521001,0.292089249492901,"H.correlation.complete"
"H.correlation.average",0.815789473684211,0.443812233285918,0.0568420835921067,0.0775951641888581,0.439886479799189,0.239299610894942,"H.correlation.average"
"H.correlation.mcquitty",0.868421052631579,0.503556187766714,0.15815316412697,0.176677013559876,0.514989049521001,0.292089249492901,"H.correlation.mcquitty"
"H.correlation.median",1,0.236130867709815,0,0,0.485932986850877,0.236130867709815,"H.correlation.median"
"H.correlation.centroid",0.763157894736842,0.571834992887625,0.153205248772445,0.184918200025504,0.458792969677763,0.271186440677966,"H.correlation.centroid"
"H.correlation.ward.D2",0.868421052631579,0.503556187766714,0.15815316412697,0.176677013559876,0.514989049521001,0.292089249492901,"H.correlation.ward.D2"
"H.uncentered.ward.D",0.868421052631579,0.503556187766714,0.15815316412697,0.176677013559876,0.514989049521001,0.292089249492901,"H.uncentered.ward.D"
"H.uncentered.single",0.868421052631579,0.375533428165007,0.0162002429080106,0.0312131307882752,0.434498624305276,0.227112676056338,"H.uncentered.single"
